"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"A15","ICD10","Respiratory tuberculosis, bacteriologically and histologically confirmed","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16","ICD10","Respiratory tuberculosis, not confirmed bacteriologically or histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.0","ICD10","Tuberculosis of lung, confirmed by sputum microscopy with or without culture","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.0","ICD10","Tuberculosis of lung, bacteriologically and histologically negative","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.1","ICD10","Tuberculosis of lung, confirmed by culture only","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.1","ICD10","Tuberculosis of lung, bacteriological and histological examination not done","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.2","ICD10","Tuberculosis of lung, confirmed histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.2","ICD10","Tuberculosis of lung, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.3","ICD10","Tuberculosis of lung, confirmed by unspecified means","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A16.3","ICD10","Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"A15.4","ICD10","Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically","RE_460.3","Pulmonary tuberculosis","09","Respiratory"
"J01.3","ICD10","Acute sphenoidal sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.4","ICD10","Acute pansinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.8","ICD10","Other acute sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.9","ICD10","Acute sinusitis, unspecified","RE_462.1","Acute sinusitis","09","Respiratory"
"J01","ICD10","Acute sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.0","ICD10","Acute maxillary sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.1","ICD10","Acute frontal sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J01.2","ICD10","Acute ethmoidal sinusitis","RE_462.1","Acute sinusitis","09","Respiratory"
"J32","ICD10","Chronic sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.0","ICD10","Chronic maxillary sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.1","ICD10","Chronic frontal sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.2","ICD10","Chronic ethmoidal sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.3","ICD10","Chronic sphenoidal sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.4","ICD10","Chronic pansinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.8","ICD10","Other chronic sinusitis","RE_462.2","Chronic sinusitis","09","Respiratory"
"J32.9","ICD10","Chronic sinusitis, unspecified","RE_462.2","Chronic sinusitis","09","Respiratory"
"J30.3","ICD10","Other allergic rhinitis","RE_463","Rhinitis and nasal congestion","09","Respiratory"
"J30.4","ICD10","Allergic rhinitis, unspecified","RE_463","Rhinitis and nasal congestion","09","Respiratory"
"J30","ICD10","Vasomotor and allergic rhinitis","RE_463","Rhinitis and nasal congestion","09","Respiratory"
"J31.0","ICD10","Chronic rhinitis","RE_463.1","Chronic rhinitis","09","Respiratory"
"J30.1","ICD10","Allergic rhinitis due to pollen","RE_463.21","Seasonal allergic rhinitis","09","Respiratory"
"J30.2","ICD10","Other seasonal allergic rhinitis","RE_463.21","Seasonal allergic rhinitis","09","Respiratory"
"J30.0","ICD10","Vasomotor rhinitis","RE_463.3","Vasomotor rhinitis*","09","Respiratory"
"A36.1","ICD10","Nasopharyngeal diphtheria","RE_464.1","Acute nasopharyngitis","09","Respiratory"
"J00","ICD10","Acute nasopharyngitis [common cold]","RE_464.1","Acute nasopharyngitis","09","Respiratory"
"J31.1","ICD10","Chronic nasopharyngitis","RE_464.2","Chronic nasopharyngitis","09","Respiratory"
"J39.1","ICD10","Other abscess of pharynx","RE_465","Pharyngitis","09","Respiratory"
"J02","ICD10","Acute pharyngitis","RE_465.1","Acute Pharyngitis","09","Respiratory"
"A54.5","ICD10","Gonococcal pharyngitis","RE_465.1","Acute Pharyngitis","09","Respiratory"
"B08.5","ICD10","Enteroviral vesicular pharyngitis","RE_465.1","Acute Pharyngitis","09","Respiratory"
"J02.8","ICD10","Acute pharyngitis due to other specified organisms","RE_465.1","Acute Pharyngitis","09","Respiratory"
"J02.9","ICD10","Acute pharyngitis, unspecified","RE_465.1","Acute Pharyngitis","09","Respiratory"
"J02.0","ICD10","Streptococcal pharyngitis","RE_465.11","Streptococcal tonsillitis/pharyngitis","09","Respiratory"
"J03.0","ICD10","Streptococcal tonsillitis","RE_465.11","Streptococcal tonsillitis/pharyngitis","09","Respiratory"
"J31","ICD10","Chronic rhinitis, nasopharyngitis and pharyngitis","RE_465.2","Chronic Pharyngitis","09","Respiratory"
"J31.2","ICD10","Chronic pharyngitis","RE_465.2","Chronic Pharyngitis","09","Respiratory"
"J39.0","ICD10","Retropharyngeal and parapharyngeal abscess","RE_465.3","Pharyngeal abscess","09","Respiratory"
"J35","ICD10","Chronic diseases of tonsils and adenoids","RE_466","Tonsillitis and adenoiditis","09","Respiratory"
"J35.8","ICD10","Other chronic diseases of tonsils and adenoids","RE_466","Tonsillitis and adenoiditis","09","Respiratory"
"J35.9","ICD10","Chronic disease of tonsils and adenoids, unspecified","RE_466","Tonsillitis and adenoiditis","09","Respiratory"
"A36.0","ICD10","Pharyngeal diphtheria","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"B00.2","ICD10","Herpesviral gingivostomatitis and pharyngotonsillitis","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"J03","ICD10","Acute tonsillitis","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"J03.8","ICD10","Acute tonsillitis due to other specified organisms","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"J03.9","ICD10","Acute tonsillitis, unspecified","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"B44.2","ICD10","Tonsillar aspergillosis","RE_466.1","Acute tonsillitis and adenoiditis","09","Respiratory"
"J35.0","ICD10","Chronic tonsillitis","RE_466.2","Chronic tonsillitis and adenoiditis","09","Respiratory"
"J36","ICD10","Peritonsillar abscess","RE_466.3","Peritonsillar abscess","09","Respiratory"
"J35.1","ICD10","Hypertrophy of tonsils","RE_466.4","Hypertrophy of tonsils and adenoids","09","Respiratory"
"J35.2","ICD10","Hypertrophy of adenoids","RE_466.4","Hypertrophy of tonsils and adenoids","09","Respiratory"
"J35.3","ICD10","Hypertrophy of tonsils with hypertrophy of adenoids","RE_466.4","Hypertrophy of tonsils and adenoids","09","Respiratory"
"J04.2","ICD10","Acute laryngotracheitis","RE_467.1","Acute laryngitis and tracheitis","09","Respiratory"
"J05","ICD10","Acute obstructive laryngitis [croup] and epiglottitis","RE_467.1","Acute laryngitis and tracheitis","09","Respiratory"
"J04","ICD10","Acute laryngitis and tracheitis","RE_467.1","Acute laryngitis and tracheitis","09","Respiratory"
"J04.0","ICD10","Acute laryngitis","RE_467.1","Acute laryngitis and tracheitis","09","Respiratory"
"J04.1","ICD10","Acute tracheitis","RE_467.1","Acute laryngitis and tracheitis","09","Respiratory"
"J05.0","ICD10","Acute obstructive laryngitis [croup]","RE_467.11","Acute obstructive laryngitis [croup]","09","Respiratory"
"J37","ICD10","Chronic laryngitis and laryngotracheitis","RE_467.2","Chronic laryngitis and laryngotracheitis","09","Respiratory"
"J37.0","ICD10","Chronic laryngitis","RE_467.2","Chronic laryngitis and laryngotracheitis","09","Respiratory"
"J37.1","ICD10","Chronic laryngotracheitis","RE_467.2","Chronic laryngitis and laryngotracheitis","09","Respiratory"
"J05.1","ICD10","Acute epiglottitis","RE_467.4","Acute epiglottitis","09","Respiratory"
"J17.3","ICD10","Pneumonia in parasitic diseases","RE_468","Pneumonia","09","Respiratory"
"J17.8","ICD10","Pneumonia in other diseases classified elsewhere","RE_468","Pneumonia","09","Respiratory"
"P23.6","ICD10","Congenital pneumonia due to other bacterial agents","RE_468","Pneumonia","09","Respiratory"
"J18","ICD10","Pneumonia, organism unspecified","RE_468","Pneumonia","09","Respiratory"
"P23.8","ICD10","Congenital pneumonia due to other organisms","RE_468","Pneumonia","09","Respiratory"
"P23.9","ICD10","Congenital pneumonia, unspecified","RE_468","Pneumonia","09","Respiratory"
"J18.8","ICD10","Other pneumonia, organism unspecified","RE_468","Pneumonia","09","Respiratory"
"J18.9","ICD10","Pneumonia, unspecified","RE_468","Pneumonia","09","Respiratory"
"P23","ICD10","Congenital pneumonia","RE_468","Pneumonia","09","Respiratory"
"P23.0","ICD10","Congenital pneumonia due to viral agent","RE_468","Pneumonia","09","Respiratory"
"P23.1","ICD10","Congenital pneumonia due to Chlamydia","RE_468","Pneumonia","09","Respiratory"
"P23.2","ICD10","Congenital pneumonia due to staphylococcus","RE_468","Pneumonia","09","Respiratory"
"J16","ICD10","Pneumonia due to other infectious organisms, not elsewhere classified","RE_468","Pneumonia","09","Respiratory"
"P23.3","ICD10","Congenital pneumonia due to streptococcus, group B","RE_468","Pneumonia","09","Respiratory"
"J16.8","ICD10","Pneumonia due to other specified infectious organisms","RE_468","Pneumonia","09","Respiratory"
"J17","ICD10","Pneumonia in diseases classified elsewhere","RE_468","Pneumonia","09","Respiratory"
"P23.4","ICD10","Congenital pneumonia due to Escherichia coli","RE_468","Pneumonia","09","Respiratory"
"J85.1","ICD10","Abscess of lung with pneumonia","RE_468","Pneumonia","09","Respiratory"
"P23.5","ICD10","Congenital pneumonia due to Pseudomonas","RE_468","Pneumonia","09","Respiratory"
"J12.0","ICD10","Adenoviral pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"J12.1","ICD10","Respiratory syncytial virus pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"B01.2","ICD10","Varicella pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"J12.2","ICD10","Parainfluenza virus pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"B05.2","ICD10","Measles complicated by pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"J12.3","ICD10","Human metapneumovirus pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"J12.8","ICD10","Other viral pneumonia","RE_468.1","Viral pneumonia","09","Respiratory"
"J10.0","ICD10","Influenza with pneumonia, seasonal influenza virus identified","RE_468.1","Viral pneumonia","09","Respiratory"
"J12.9","ICD10","Viral pneumonia, unspecified","RE_468.1","Viral pneumonia","09","Respiratory"
"J11.0","ICD10","Influenza with pneumonia, virus not identified","RE_468.1","Viral pneumonia","09","Respiratory"
"J17.1","ICD10","Pneumonia in viral diseases classified elsewhere","RE_468.1","Viral pneumonia","09","Respiratory"
"J12","ICD10","Viral pneumonia, not elsewhere classified","RE_468.1","Viral pneumonia","09","Respiratory"
"J15.2","ICD10","Pneumonia due to staphylococcus","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.3","ICD10","Pneumonia due to streptococcus, group B","RE_468.2","Bacterial pneumonia","09","Respiratory"
"A20.2","ICD10","Pneumonic plague","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.4","ICD10","Pneumonia due to other streptococci","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.5","ICD10","Pneumonia due to Escherichia coli","RE_468.2","Bacterial pneumonia","09","Respiratory"
"A31.0","ICD10","Pulmonary mycobacterial infection","RE_468.2","Bacterial pneumonia","09","Respiratory"
"A42.0","ICD10","Pulmonary actinomycosis","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.6","ICD10","Pneumonia due to other Gram-negative bacteria","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.7","ICD10","Pneumonia due to Mycoplasma pneumoniae","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.8","ICD10","Other bacterial pneumonia","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.9","ICD10","Bacterial pneumonia, unspecified","RE_468.2","Bacterial pneumonia","09","Respiratory"
"A48.1","ICD10","Legionnaires disease","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J14","ICD10","Pneumonia due to Haemophilus influenzae","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J16.0","ICD10","Chlamydial pneumonia","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15","ICD10","Bacterial pneumonia, not elsewhere classified","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J15.0","ICD10","Pneumonia due to Klebsiella pneumoniae","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J17.0","ICD10","Pneumonia in bacterial diseases classified elsewhere","RE_468.2","Bacterial pneumonia","09","Respiratory"
"A21.2","ICD10","Pulmonary tularemia","RE_468.2","Bacterial pneumonia","09","Respiratory"
"J13","ICD10","Pneumonia due to Streptococcus pneumoniae","RE_468.21","Pneumonia due to Streptococcus pneumoniae","09","Respiratory"
"J15.1","ICD10","Pneumonia due to Pseudomonas","RE_468.22","Pneumonia due to Pseudomonas","09","Respiratory"
"B45.0","ICD10","Pulmonary cryptococcosis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B39.2","ICD10","Pulmonary histoplasmosis capsulati, unspecified","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B44.0","ICD10","Invasive pulmonary aspergillosis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B44.1","ICD10","Other pulmonary aspergillosis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B38.0","ICD10","Acute pulmonary coccidioidomycosis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B38.1","ICD10","Chronic pulmonary coccidioidomycosis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"J17.2","ICD10","Pneumonia in mycoses","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B38.2","ICD10","Pulmonary coccidioidomycosis, unspecified","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B37.1","ICD10","Pulmonary candidiasis","RE_468.5","Pneumonia due to fungus","09","Respiratory"
"B25.0","ICD10","Cytomegaloviral pneumonitis","RE_468.6","Cytomegaloviral pneumonitis","09","Respiratory"
"J18.0","ICD10","Bronchopneumonia, unspecified","RE_468.8","Bronchopneumonia","09","Respiratory"
"J18.1","ICD10","Lobar pneumonia, unspecified","RE_468.9","Lobar pneumonia*","09","Respiratory"
"J40","ICD10","Bronchitis, not specified as acute or chronic","RE_469","Bronchitis","09","Respiratory"
"J20.6","ICD10","Acute bronchitis due to rhinovirus","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.7","ICD10","Acute bronchitis due to echovirus","RE_469.1","Acute bronchitis","09","Respiratory"
"J20","ICD10","Acute bronchitis","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.0","ICD10","Acute bronchitis due to Mycoplasma pneumoniae","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.8","ICD10","Acute bronchitis due to other specified organisms","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.9","ICD10","Acute bronchitis, unspecified","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.1","ICD10","Acute bronchitis due to Haemophilus influenzae","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.2","ICD10","Acute bronchitis due to streptococcus","RE_469.1","Acute bronchitis","09","Respiratory"
"J20.3","ICD10","Acute bronchitis due to coxsackievirus","RE_469.1","Acute bronchitis","09","Respiratory"
